75.0,0.5,0.5,50
75.0,0.5,0.5,100
75.0,0.5,0.5,200
75.0,0.5,1.0,50
75.0,0.5,1.0,100
75.0,0.5,1.0,200
75.0,0.5,2.0,50
75.0,0.5,2.0,100
75.0,0.5,2.0,200
75.0,1.0,0.5,50
75.0,1.0,0.5,100
75.0,1.0,0.5,200
75.0,1.0,1.0,50
75.0,1.0,1.0,100
75.0,1.0,1.0,200
75.0,1.0,2.0,50
75.0,1.0,2.0,100
75.0,1.0,2.0,200
75.0,2.0,0.5,50
75.0,2.0,0.5,100
75.0,2.0,0.5,200
75.0,2.0,1.0,50
75.0,2.0,1.0,100
75.0,2.0,1.0,200
75.0,2.0,2.0,50
75.0,2.0,2.0,100
75.0,2.0,2.0,200
80.0,0.5,0.5,50
80.0,0.5,0.5,100
80.0,0.5,0.5,200
80.0,0.5,1.0,50
80.0,0.5,1.0,100
80.0,0.5,1.0,200
80.0,0.5,2.0,50
80.0,0.5,2.0,100
80.0,0.5,2.0,200
80.0,1.0,0.5,50
80.0,1.0,0.5,100
80.0,1.0,0.5,200
80.0,1.0,1.0,50
80.0,1.0,1.0,100
80.0,1.0,1.0,200
80.0,1.0,2.0,50
80.0,1.0,2.0,100
80.0,1.0,2.0,200
80.0,2.0,0.5,50
80.0,2.0,0.5,100
80.0,2.0,0.5,200
80.0,2.0,1.0,50
80.0,2.0,1.0,100
80.0,2.0,1.0,200
80.0,2.0,2.0,50
80.0,2.0,2.0,100
80.0,2.0,2.0,200
85.0,0.5,0.5,50
85.0,0.5,0.5,100
85.0,0.5,0.5,200
85.0,0.5,1.0,50
85.0,0.5,1.0,100
85.0,0.5,1.0,200
85.0,0.5,2.0,50
85.0,0.5,2.0,100
85.0,0.5,2.0,200
85.0,1.0,0.5,50
85.0,1.0,0.5,100
85.0,1.0,0.5,200
85.0,1.0,1.0,50
85.0,1.0,1.0,100
85.0,1.0,1.0,200
85.0,1.0,2.0,50
85.0,1.0,2.0,100
85.0,1.0,2.0,200
85.0,2.0,0.5,50
85.0,2.0,0.5,100
85.0,2.0,0.5,200
85.0,2.0,1.0,50
85.0,2.0,1.0,100
85.0,2.0,1.0,200
85.0,2.0,2.0,50
85.0,2.0,2.0,100
85.0,2.0,2.0,200
